Tamper ID,Tamper Category,Relation / Component,Artifact / Fixture,Mutation,Expected Rejection Layer,Observed Rejection Layer,Expected Result,Observed Result,Status,Error Class,Error Message Snippet,Backend,SP1 Proof Backed,Proof Generated For Original,Tampered Proof Generated,Tampered Verify Passed,Public Input Binding Checked,Dataset Root Checked,Manifest Hash Checked,Audit Report Hash Checked,Checkpoint Hash Checked,Target Sync Checked,Runtime Seconds,Git Commit,Notes
tamper_merkle_root_dataset_1k,dataset_root,merkle_membership,zk_backend/test_vectors/merkle_membership_dataset_1k_case_0.json,change public dataset root,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root_mismatch,SP1 Merkle membership,True,True,False,False,False,True,False,False,False,False,0.000216,,
tamper_next_state_before_commit,next_state,dataset_provenance,dataset_provenance,modify next_state before commitment,dataset_audit,dataset_audit,reject,rejected,rejected_as_expected,ValueError,ValueError: raw_trajectory_hash does not match raw_episodes.jsonl,Python semantic oracle,False,,,,False,False,False,False,False,False,0.001552,,
tamper_proof_bytes_if_available,proof_public_input,proof_artifact_policy,artifacts/reports/provenance/sp1/**/proof.bin,tamper retained proof bytes if policy kept them,sp1_verify,not_applicable,reject,not_applicable,not_applicable,,,SP1 verify,True,True,False,False,False,False,False,False,False,False,0.0,,proof binaries are intentionally not committed; proof/receipt binaries are deleted by artifact policy and are not committed
tamper_proof_public_input_forward_td_mlp,proof_public_input,forward_td_mlp,artifacts/reports/provenance/sp1/forward_td_mlp/public_inputs.json,mutate public input hash used to bind the original proof/receipt,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,PublicInputBindingMismatch,original_public_inputs_sha256=467e02733810f64fca7d67ea874130f9ab37ff0e6e2cfe0c2603e91689849d1b; mutated_public_inputs_sha256=481c6df06ec790ce3253fc85b94b1d5259af7797f9c2bda631c298b,SP1 public input binding,True,True,False,False,True,False,False,False,False,False,0.000159,,verification must use original public inputs; proof binary is not committed
tamper_proof_public_input_merkle,proof_public_input,merkle_membership,artifacts/reports/provenance/sp1/merkle_membership/public_inputs.json,mutate public input hash used to bind the original proof/receipt,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,PublicInputBindingMismatch,original_public_inputs_sha256=2fe68c559234b717eb046f92f5b03385ebccdbdae8dc5d8671019fdd77039928; mutated_public_inputs_sha256=046fab8dac3483856b70bbc577f37dceecd30c60f4452f32f55f241,SP1 public input binding,True,True,False,False,True,False,False,False,False,False,0.000151,,verification must use original public inputs; proof binary is not committed
tamper_proof_public_input_one_step_sgd,proof_public_input,one_step_sgd_tiny,artifacts/reports/provenance/sp1/one_step_sgd_tiny/public_inputs.json,mutate public input hash used to bind the original proof/receipt,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,PublicInputBindingMismatch,original_public_inputs_sha256=d976ce35d66a97db8ce6aadee137660106147408abe97d7b5c55b79766e47b38; mutated_public_inputs_sha256=4996df5cf3127ef097f1f83f7fe39ea3f6f00b723216de043ed5925,SP1 public input binding,True,True,False,False,True,False,False,False,False,False,0.000175,,verification must use original public inputs; proof binary is not committed
tamper_proof_public_input_td_mvp,proof_public_input,td_mvp,artifacts/reports/provenance/sp1/kaggle_sp1_validation_summary.json,mutate public input hash used to bind the original proof/receipt,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,PublicInputBindingMismatch,original_public_inputs_sha256=1759198ed4900ad1699091d8db9d386ef78b68d49a825251ea932b643a8badcb; mutated_public_inputs_sha256=6905b6f7aedc8aa7225037971102be919e3f52d4c825c226e12981e,SP1 public input binding,True,,False,False,True,False,False,False,False,False,0.001206,,verification must use original public inputs; proof binary is not committed
tamper_proof_public_input_training_aggregation_t32,proof_public_input,training_aggregation_manifest_t32,artifacts/reports/provenance/sp1/training_aggregation_t32/public_inputs.json,mutate public input hash used to bind the original proof/receipt,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,PublicInputBindingMismatch,original_public_inputs_sha256=c9e55222f871ed38546a5a5b2013eb56f270d3ecb486a1b9d361005102ffebe3; mutated_public_inputs_sha256=bad394ee299831fa66de1085f6c83030acea089ed4e5c97056c5917,SP1 public input binding,True,True,False,False,True,False,False,False,False,False,0.000204,,verification must use original public inputs; proof binary is not committed
tamper_proof_public_input_training_fragment_k8,proof_public_input,training_fragment_k8,artifacts/reports/provenance/sp1/training_fragment_k8/public_inputs.json,mutate public input hash used to bind the original proof/receipt,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,PublicInputBindingMismatch,original_public_inputs_sha256=9b171e6e0642ec050efcb288ed54e5edcad6b45bfc09007519555941232b0745; mutated_public_inputs_sha256=bb16a5c060023c55156f4bda497b6de61f8a9075bf5b070591a199a,SP1 public input binding,True,True,False,False,True,False,False,False,False,False,0.000186,,verification must use original public inputs; proof binary is not committed
tamper_proof_public_input_training_update,proof_public_input,training_update,artifacts/reports/provenance/sp1/training_update/public_inputs.json,mutate public input hash used to bind the original proof/receipt,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,PublicInputBindingMismatch,original_public_inputs_sha256=4b84374425a7c5577664a1cea2915513a160acb758355b88e1dad7a5bca54c8d; mutated_public_inputs_sha256=2a6765abfe19395d1fbbdb31cfcdb5f07a3d7c7da1c683378dce099,SP1 public input binding,True,True,False,False,True,False,False,False,False,False,0.000173,,verification must use original public inputs; proof binary is not committed
tamper_public_collection_log_final_hash_absent,collection_log_final_hash,public_dataset_commitment,public_dataset_commitment,public benchmark has no honest collection log field to tamper,not_applicable,not_applicable,reject,not_applicable,not_applicable,,,Python semantic oracle,False,,,,False,False,False,False,False,False,0.000742,,public benchmark imports are source-integrity-only and do not carry collection_log_final_hash
tamper_raw_after_commit,raw_trajectory_hash,dataset_commitment,dataset_commitment,modify committed raw transition,dataset_commitment_verify,dataset_commitment_verify,reject,rejected,rejected_as_expected,DatasetCommitmentError,raw_trajectory_hash mismatch between raw_episodes.jsonl and dataset_manifest.json; raw_trajectory_hash mismatch between raw_episodes.jsonl and merkle_tree.json; leaf_hashes mismatc,Python semantic oracle,False,,,,False,False,False,False,False,False,0.001707,,
tamper_raw_trajectory_hash,raw_trajectory_hash,dataset_commitment,dataset_commitment,modify raw_episodes.jsonl after commitment,dataset_commitment_verify,dataset_commitment_verify,reject,rejected,rejected_as_expected,DatasetCommitmentError,raw_trajectory_hash mismatch between raw_episodes.jsonl and dataset_manifest.json; raw_trajectory_hash mismatch between raw_episodes.jsonl and merkle_tree.json; leaf_hashes mismatc,Python semantic oracle,False,,,,False,False,False,False,False,False,0.001692,,
tamper_receipt_if_available,proof_public_input,proof_artifact_policy,artifacts/reports/provenance/sp1/**/*.receipt,tamper retained receipt if policy kept it,sp1_verify,not_applicable,reject,not_applicable,not_applicable,,,SP1 verify,True,True,False,False,False,False,False,False,False,False,0.0,,receipts are intentionally not committed; proof/receipt binaries are deleted by artifact policy and are not committed
tamper_recursive_child_config_hash_training_aggregation_binary_native_t16,manifest_hash,training_aggregation_binary_native_t16,artifacts/reports/provenance/sp1/training_aggregation_binary_native_t16/tamper_report.json,change child config hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,config_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,True,False,False,False,0.000148,,"child proofs verified inside the aggregate guest; T=16, binary_tree topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_config_hash_training_aggregation_groth16_t16,manifest_hash,training_aggregation_groth16_t16,artifacts/reports/provenance/sp1/training_aggregation_groth16_t16/tamper_report.json,change child config hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,config_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,True,False,False,False,0.000142,,"child proofs verified inside the aggregate guest; T=16, groth16_child topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_config_hash_training_aggregation_recursive_t16,manifest_hash,training_aggregation_recursive_t16,artifacts/reports/provenance/sp1/training_aggregation_recursive_t16/tamper_report.json,change child config hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,config_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,True,False,False,False,0.000134,,"child proofs verified inside the aggregate guest; T=16, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_config_hash_training_aggregation_recursive_t32,manifest_hash,training_aggregation_recursive_t32,artifacts/reports/provenance/sp1/training_aggregation_recursive_t32/tamper_report.json,change child config hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,config_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,True,False,False,False,0.000136,,"child proofs verified inside the aggregate guest; T=32, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_config_hash_training_aggregation_recursive_t64,manifest_hash,training_aggregation_recursive_t64,artifacts/reports/provenance/sp1/training_aggregation_recursive_t64/tamper_report.json,change child config hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,config_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,True,False,False,False,0.000158,,"child proofs verified inside the aggregate guest; T=64, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_dataset_root_training_aggregation_binary_native_t16,dataset_root,training_aggregation_binary_native_t16,artifacts/reports/provenance/sp1/training_aggregation_binary_native_t16/tamper_report.json,change child dataset root,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root mismatch,SP1 recursive aggregation,True,True,False,False,False,True,False,False,False,False,0.000168,,"child proofs verified inside the aggregate guest; T=16, binary_tree topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_dataset_root_training_aggregation_groth16_t16,dataset_root,training_aggregation_groth16_t16,artifacts/reports/provenance/sp1/training_aggregation_groth16_t16/tamper_report.json,change child dataset root,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root mismatch,SP1 recursive aggregation,True,True,False,False,False,True,False,False,False,False,0.00014,,"child proofs verified inside the aggregate guest; T=16, groth16_child topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_dataset_root_training_aggregation_recursive_t16,dataset_root,training_aggregation_recursive_t16,artifacts/reports/provenance/sp1/training_aggregation_recursive_t16/tamper_report.json,change child dataset root,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root mismatch,SP1 recursive aggregation,True,True,False,False,False,True,False,False,False,False,0.000152,,"child proofs verified inside the aggregate guest; T=16, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_dataset_root_training_aggregation_recursive_t32,dataset_root,training_aggregation_recursive_t32,artifacts/reports/provenance/sp1/training_aggregation_recursive_t32/tamper_report.json,change child dataset root,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root mismatch,SP1 recursive aggregation,True,True,False,False,False,True,False,False,False,False,0.000132,,"child proofs verified inside the aggregate guest; T=32, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_dataset_root_training_aggregation_recursive_t64,dataset_root,training_aggregation_recursive_t64,artifacts/reports/provenance/sp1/training_aggregation_recursive_t64/tamper_report.json,change child dataset root,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,dataset_root mismatch,SP1 recursive aggregation,True,True,False,False,False,True,False,False,False,False,0.000131,,"child proofs verified inside the aggregate guest; T=64, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_input_checkpoint_training_aggregation_binary_native_t16,checkpoint_hash,training_aggregation_binary_native_t16,artifacts/reports/provenance/sp1/training_aggregation_binary_native_t16/tamper_report.json,change child input checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,tree_root_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000147,,"child proofs verified inside the aggregate guest; T=16, binary_tree topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_input_checkpoint_training_aggregation_groth16_t16,checkpoint_hash,training_aggregation_groth16_t16,artifacts/reports/provenance/sp1/training_aggregation_groth16_t16/tamper_report.json,change child input checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,input_checkpoint_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000141,,"child proofs verified inside the aggregate guest; T=16, groth16_child topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_input_checkpoint_training_aggregation_recursive_t16,checkpoint_hash,training_aggregation_recursive_t16,artifacts/reports/provenance/sp1/training_aggregation_recursive_t16/tamper_report.json,change child input checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,input_checkpoint_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000131,,"child proofs verified inside the aggregate guest; T=16, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_input_checkpoint_training_aggregation_recursive_t32,checkpoint_hash,training_aggregation_recursive_t32,artifacts/reports/provenance/sp1/training_aggregation_recursive_t32/tamper_report.json,change child input checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,input_checkpoint_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000134,,"child proofs verified inside the aggregate guest; T=32, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_input_checkpoint_training_aggregation_recursive_t64,checkpoint_hash,training_aggregation_recursive_t64,artifacts/reports/provenance/sp1/training_aggregation_recursive_t64/tamper_report.json,change child input checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,input_checkpoint_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000136,,"child proofs verified inside the aggregate guest; T=64, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_output_checkpoint_training_aggregation_binary_native_t16,checkpoint_hash,training_aggregation_binary_native_t16,artifacts/reports/provenance/sp1/training_aggregation_binary_native_t16/tamper_report.json,change child output checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,tree_root_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000148,,"child proofs verified inside the aggregate guest; T=16, binary_tree topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_output_checkpoint_training_aggregation_groth16_t16,checkpoint_hash,training_aggregation_groth16_t16,artifacts/reports/provenance/sp1/training_aggregation_groth16_t16/tamper_report.json,change child output checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,checkpoint link mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000141,,"child proofs verified inside the aggregate guest; T=16, groth16_child topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_output_checkpoint_training_aggregation_recursive_t16,checkpoint_hash,training_aggregation_recursive_t16,artifacts/reports/provenance/sp1/training_aggregation_recursive_t16/tamper_report.json,change child output checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,checkpoint link mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000135,,"child proofs verified inside the aggregate guest; T=16, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_output_checkpoint_training_aggregation_recursive_t32,checkpoint_hash,training_aggregation_recursive_t32,artifacts/reports/provenance/sp1/training_aggregation_recursive_t32/tamper_report.json,change child output checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,checkpoint link mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000132,,"child proofs verified inside the aggregate guest; T=32, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_output_checkpoint_training_aggregation_recursive_t64,checkpoint_hash,training_aggregation_recursive_t64,artifacts/reports/provenance/sp1/training_aggregation_recursive_t64/tamper_report.json,change child output checkpoint hash,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,checkpoint link mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,True,False,0.000131,,"child proofs verified inside the aggregate guest; T=64, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_bytes_training_aggregation_binary_native_t16,proof_public_input,training_aggregation_binary_native_t16,artifacts/reports/provenance/sp1/training_aggregation_binary_native_t16/tamper_report.json,corrupt child proof bytes,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child proof hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.00016,,"child proofs verified inside the aggregate guest; T=16, binary_tree topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_bytes_training_aggregation_groth16_t16,proof_public_input,training_aggregation_groth16_t16,artifacts/reports/provenance/sp1/training_aggregation_groth16_t16/tamper_report.json,corrupt child proof bytes,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child proof hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.000145,,"child proofs verified inside the aggregate guest; T=16, groth16_child topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_bytes_training_aggregation_recursive_t16,proof_public_input,training_aggregation_recursive_t16,artifacts/reports/provenance/sp1/training_aggregation_recursive_t16/tamper_report.json,corrupt child proof bytes,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child proof hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.000147,,"child proofs verified inside the aggregate guest; T=16, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_bytes_training_aggregation_recursive_t32,proof_public_input,training_aggregation_recursive_t32,artifacts/reports/provenance/sp1/training_aggregation_recursive_t32/tamper_report.json,corrupt child proof bytes,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child proof hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.000132,,"child proofs verified inside the aggregate guest; T=32, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_bytes_training_aggregation_recursive_t64,proof_public_input,training_aggregation_recursive_t64,artifacts/reports/provenance/sp1/training_aggregation_recursive_t64/tamper_report.json,corrupt child proof bytes,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child proof hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.000134,,"child proofs verified inside the aggregate guest; T=64, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_order_training_aggregation_binary_native_t16,minibatch_index,training_aggregation_binary_native_t16,artifacts/reports/provenance/sp1/training_aggregation_binary_native_t16/tamper_report.json,reorder child proofs,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,child proof order mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000152,,"child proofs verified inside the aggregate guest; T=16, binary_tree topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_order_training_aggregation_groth16_t16,minibatch_index,training_aggregation_groth16_t16,artifacts/reports/provenance/sp1/training_aggregation_groth16_t16/tamper_report.json,reorder child proofs,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,child proof order mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000137,,"child proofs verified inside the aggregate guest; T=16, groth16_child topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_order_training_aggregation_recursive_t16,minibatch_index,training_aggregation_recursive_t16,artifacts/reports/provenance/sp1/training_aggregation_recursive_t16/tamper_report.json,reorder child proofs,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,child proof order mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000131,,"child proofs verified inside the aggregate guest; T=16, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_order_training_aggregation_recursive_t32,minibatch_index,training_aggregation_recursive_t32,artifacts/reports/provenance/sp1/training_aggregation_recursive_t32/tamper_report.json,reorder child proofs,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,child proof order mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000135,,"child proofs verified inside the aggregate guest; T=32, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_proof_order_training_aggregation_recursive_t64,minibatch_index,training_aggregation_recursive_t64,artifacts/reports/provenance/sp1/training_aggregation_recursive_t64/tamper_report.json,reorder child proofs,python_semantic_oracle,rust_execute,reject,rejected,rejected_as_expected,TamperRejected,child proof order mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000131,,"child proofs verified inside the aggregate guest; T=64, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_public_values_training_aggregation_binary_native_t16,proof_public_input,training_aggregation_binary_native_t16,artifacts/reports/provenance/sp1/training_aggregation_binary_native_t16/tamper_report.json,corrupt child public values,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child public values hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.000163,,"child proofs verified inside the aggregate guest; T=16, binary_tree topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_public_values_training_aggregation_groth16_t16,proof_public_input,training_aggregation_groth16_t16,artifacts/reports/provenance/sp1/training_aggregation_groth16_t16/tamper_report.json,corrupt child public values,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child public values hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.000137,,"child proofs verified inside the aggregate guest; T=16, groth16_child topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_public_values_training_aggregation_recursive_t16,proof_public_input,training_aggregation_recursive_t16,artifacts/reports/provenance/sp1/training_aggregation_recursive_t16/tamper_report.json,corrupt child public values,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child public values hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.000132,,"child proofs verified inside the aggregate guest; T=16, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_public_values_training_aggregation_recursive_t32,proof_public_input,training_aggregation_recursive_t32,artifacts/reports/provenance/sp1/training_aggregation_recursive_t32/tamper_report.json,corrupt child public values,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child public values hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.00014,,"child proofs verified inside the aggregate guest; T=32, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_public_values_training_aggregation_recursive_t64,proof_public_input,training_aggregation_recursive_t64,artifacts/reports/provenance/sp1/training_aggregation_recursive_t64/tamper_report.json,corrupt child public values,public_input_binding,public_input_binding,reject,rejected,rejected_as_expected,TamperRejected,child public values hash mismatch,SP1 recursive aggregation,True,True,False,False,True,False,False,False,True,False,0.000134,,"child proofs verified inside the aggregate guest; T=64, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_step_end_training_aggregation_binary_native_t16,minibatch_index,training_aggregation_binary_native_t16,artifacts/reports/provenance/sp1/training_aggregation_binary_native_t16/tamper_report.json,change child step_end,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,tree_root_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000147,,"child proofs verified inside the aggregate guest; T=16, binary_tree topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_step_end_training_aggregation_groth16_t16,minibatch_index,training_aggregation_groth16_t16,artifacts/reports/provenance/sp1/training_aggregation_groth16_t16/tamper_report.json,change child step_end,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,chunk step span mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000137,,"child proofs verified inside the aggregate guest; T=16, groth16_child topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_step_end_training_aggregation_recursive_t16,minibatch_index,training_aggregation_recursive_t16,artifacts/reports/provenance/sp1/training_aggregation_recursive_t16/tamper_report.json,change child step_end,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,chunk step span mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000132,,"child proofs verified inside the aggregate guest; T=16, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_step_end_training_aggregation_recursive_t32,minibatch_index,training_aggregation_recursive_t32,artifacts/reports/provenance/sp1/training_aggregation_recursive_t32/tamper_report.json,change child step_end,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,chunk step span mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000136,,"child proofs verified inside the aggregate guest; T=32, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_step_end_training_aggregation_recursive_t64,minibatch_index,training_aggregation_recursive_t64,artifacts/reports/provenance/sp1/training_aggregation_recursive_t64/tamper_report.json,change child step_end,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,chunk step span mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000135,,"child proofs verified inside the aggregate guest; T=64, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_step_start_training_aggregation_binary_native_t16,minibatch_index,training_aggregation_binary_native_t16,artifacts/reports/provenance/sp1/training_aggregation_binary_native_t16/tamper_report.json,change child step_start,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,tree_root_hash mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000152,,"child proofs verified inside the aggregate guest; T=16, binary_tree topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_step_start_training_aggregation_groth16_t16,minibatch_index,training_aggregation_groth16_t16,artifacts/reports/provenance/sp1/training_aggregation_groth16_t16/tamper_report.json,change child step_start,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,chunk step span mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000136,,"child proofs verified inside the aggregate guest; T=16, groth16_child topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
tamper_recursive_child_step_start_training_aggregation_recursive_t16,minibatch_index,training_aggregation_recursive_t16,artifacts/reports/provenance/sp1/training_aggregation_recursive_t16/tamper_report.json,change child step_start,python_semantic_oracle,python_semantic_oracle,reject,rejected,rejected_as_expected,TamperRejected,chunk step span mismatch,SP1 recursive aggregation,True,True,False,False,False,False,False,False,False,False,0.000135,,"child proofs verified inside the aggregate guest; T=16, flat topology; requires a CUDA prover; reused existing SP1 provenance tamper_report.json"
